id_event,id_sta,t_sin,phase,t_time
36,ABNG,2.0620886080290948,P,1.93
36,TMKS,2.8957242736822115,P,3.1
36,PSAG,3.650350438112205,P,3.3
36,YHKR,3.8271414656358744,P,3.51
37,ABNG,1.8495132527439413,P,1.45
37,TMKS,2.655555145401603,P,2.38
37,PSAG,3.099634127240527,P,2.65
37,YHKR,3.250869119226479,P,2.68
38,ABNG,1.8555576372201144,P,1.74
38,TMKS,2.402712920843718,P,2.3
38,PSAG,3.2027448110446244,P,2.6
38,YHKR,3.4014661578492067,P,3.19
39,ABNG,2.7869987811001447,P,2.59
39,TMKS,3.715356649644027,P,3.6
39,PSAG,4.260311807672334,P,3.86
39,YHKR,4.351606554531757,P,4.12
40,ABNG,1.8306036302692494,P,1.71
40,TMKS,2.867397075749925,P,2.68
40,PSAG,3.3627286546116526,P,2.98
40,YHKR,3.5112145053463535,P,3.03
41,ABNG,2.0671123032534027,P,2.0
41,TMKS,2.810411558089031,P,2.95
41,YHKR,3.732612230869569,P,3.34
43,ABNG,2.7789209627979456,P,2.64
43,TMKS,3.4140082516893897,P,3.4
43,PSAG,4.149511850642358,P,3.66
43,YHKR,4.318624513434614,P,4.1
44,ABNG,2.012954750706482,P,1.87
44,TMKS,2.8111549821015505,P,2.46
44,PSAG,3.1731910062275897,P,2.75
44,YHKR,3.305806822658969,P,3.0
45,ABNG,1.657839693957572,P,1.76
45,TMKS,2.175800493171234,P,2.71
45,PSAG,2.7503316534900417,P,2.96
45,YHKR,2.9384821485544377,P,3.23
46,ABNG,2.531208376241506,P,2.34
46,TMKS,2.9732706197972223,P,3.19
46,YHKR,3.7815411626590065,P,3.47
47,ABNG,1.7313959914659658,P,1.67
47,TMKS,2.7100754472598623,P,2.66
47,PSAG,3.253662438047506,P,2.99
47,YHKR,3.405442474416957,P,3.26
48,ABNG,2.2056191897650477,P,2.16
48,TMKS,2.89792142808444,P,3.11
48,PSAG,3.6480117590882912,P,3.38
48,YHKR,3.8274189162820447,P,3.49
49,ABNG,1.9842310550181654,P,1.65
49,TMKS,3.074729006880216,P,2.58
49,PSAG,3.5197549414638623,P,2.91
49,YHKR,3.660475210090241,P,2.99
50,ABNG,2.034755311681829,P,1.88
50,TMKS,2.7839314090760037,P,2.85
50,YHKR,3.5985905110107717,P,3.21
51,ABNG,1.9031915402078547,P,1.99
51,TMKS,2.8829023244163188,P,2.91
51,PSAG,3.3441687571706216,P,3.25
51,YHKR,3.477764525835403,P,3.26
52,ABNG,1.9545022321906458,P,1.75
52,TMKS,2.9853377334000957,P,2.72
52,PSAG,3.436269216543374,P,3.01
52,YHKR,3.56829527758207,P,3.15
53,ABNG,2.0504288388748306,P,1.87
53,TMKS,2.8331621362911816,P,2.83
53,PSAG,3.4468431912048874,P,3.1
53,YHKR,3.573034550466517,P,3.18
54,ABNG,1.953318871091668,P,1.83
54,TMKS,3.0314068088885806,P,2.76
54,PSAG,3.503689825962815,P,3.12
54,YHKR,3.634878194656963,P,3.31
55,ABNG,2.1565393352434055,P,1.98
55,TMKS,3.2886275644695853,P,2.91
55,PSAG,3.7161514205453563,P,3.19
55,YHKR,3.833169288055464,P,3.21
57,ABNG,2.084364358286823,P,1.84
57,YHKR,3.682191317381305,P,3.36
57,REND,3.6461360558498765,P,3.68
58,ABNG,2.8271299488367077,P,2.55
58,YHKR,4.108468464294926,P,3.79
58,REND,3.962446228771095,P,4.04
59,ABNG,2.3681268741809194,P,2.2
59,TMKS,2.6715063005685504,P,2.75
59,PSAG,3.3511077518387338,P,3.07
59,YHKR,3.5095844825206024,P,3.49
60,ABNG,1.718522486491583,P,1.83
60,TMKS,2.2883256294495147,P,2.84
60,PSAG,2.8123454980458593,P,3.05
60,YHKR,2.985084596683044,P,3.34
61,ABNG,2.1684585436502664,P,1.88
61,TMKS,3.3479324882357875,P,2.92
61,PSAG,3.780793987514807,P,3.26
62,ABNG,2.8961669731704496,P,2.74
62,YHKR,4.331780281333724,P,3.98
62,REND,4.226116118021306,P,4.26
63,ABNG,2.0725286262973595,P,2.01
63,TMKS,3.0881190729289947,P,2.76
63,PSAG,3.4949382148467887,P,3.18
63,YHKR,3.6149865358278097,P,3.43
64,ABNG,2.306776956061572,P,2.13
64,TMKS,2.5859121214538203,P,2.54
64,PSAG,3.198144215435617,P,2.82
66,ABNG,1.8316079362399975,P,2.04
66,TMKS,2.0111265896565103,P,2.32
66,PSAG,2.4996744209471595,P,2.63
66,YHKR,2.68864901990762,P,3.07
67,ABNG,1.9845945327403818,P,1.78
67,TMKS,2.7778663626574387,P,2.73
67,PSAG,3.3875834562402263,P,3.03
67,YHKR,3.514902601353549,P,3.13
68,ABNG,1.776554205898785,P,1.75
68,TMKS,2.1712294070698865,P,2.62
68,PSAG,2.6693551023445337,P,2.94
68,YHKR,2.8463578399876317,P,3.15
69,ABNG,2.1542799493643283,P,1.95
69,TMKS,3.2793580498451007,P,2.89
69,PSAG,3.7076369963887,P,3.13
69,YHKR,3.8239013863695743,P,3.27
70,ABNG,2.2520879454853495,P,2.12
70,TMKS,2.7075851178959343,P,2.53
70,PSAG,3.2275225389036786,P,2.79
71,ABNG,2.197476090368674,P,2.01
71,TMKS,2.7486701497176833,P,2.49
71,PSAG,2.9967912329068827,P,2.72
71,YHKR,3.1104758520124376,P,3.03
72,ABNG,1.9761151349973514,P,1.68
72,TMKS,2.935616249305286,P,2.61
72,PSAG,3.3651943321896765,P,2.91
72,YHKR,3.4904975897013273,P,2.93
73,ABNG,1.6661522803239517,P,1.69
73,TMKS,2.1535704772789264,P,2.62
73,PSAG,2.732615102104419,P,2.9
73,YHKR,2.9358011725512037,P,3.2
74,ABNG,2.3240994825371306,P,2.26
74,PSAG,3.9440177108711714,P,3.36
74,YHKR,4.050465095673152,P,3.47
75,ABNG,1.7300223923939473,P,1.87
75,TMKS,2.234186232803148,P,2.8
75,PSAG,2.7562705776754455,P,3.09
75,YHKR,2.9400609955724497,P,3.15
76,ABNG,2.1007804556106686,P,1.97
76,YHKR,3.546351302984612,P,3.21
76,REND,3.218382096206203,P,3.33
77,ABNG,2.405811966673129,P,2.24
77,TMKS,2.6122980665581634,P,2.52
77,PSAG,3.156645708334036,P,2.8
78,ABNG,1.6890366477735315,P,1.79
78,TMKS,2.188814851871318,P,2.68
78,PSAG,2.742799384069593,P,2.99
78,YHKR,2.9345863376854022,P,3.23
79,ABNG,2.0089622307522967,P,2.23
79,TMKS,2.302927287537428,P,2.8
79,PSAG,2.6477846939696845,P,3.11
79,YHKR,2.7987966749710327,P,3.16
80,ABNG,2.367574951376605,P,2.28
80,TMKS,3.0382482044163464,P,3.17
80,PSAG,3.7727009574859913,P,3.47
80,YHKR,3.945567619981384,P,3.53
80,REND,3.7364062460032184,P,3.78
81,ABNG,1.7458541553880864,P,1.92
81,TMKS,2.2373725632615047,P,2.84
81,PSAG,2.7476063246389315,P,3.11
81,YHKR,2.924156831390583,P,3.16
82,ABNG,2.1062612125986884,P,2.0
82,TMKS,2.766869895684905,P,2.95
82,PSAG,3.563457357634712,P,3.22
82,YHKR,3.7572805279651655,P,3.48
83,ABNG,2.7678746581595046,P,2.56
83,YHKR,4.059283894462653,P,3.78
83,REND,3.9479336953865545,P,3.96
84,ABNG,2.2002226380708283,P,2.18
84,TMKS,3.1460573385717066,P,3.04
84,PSAG,3.840223125816058,P,3.42
84,YHKR,3.9922033546613984,P,3.58
85,ABNG,2.022307363811005,P,1.79
85,TMKS,2.777911592803856,P,2.75
85,PSAG,3.3985704666143115,P,3.07
86,ABNG,1.6910981584268794,P,1.85
86,TMKS,2.2067068294504177,P,2.71
86,PSAG,2.755961744036957,P,3.1
86,YHKR,2.942843604732093,P,3.18
87,ABNG,1.6353283543443147,P,1.79
87,TMKS,2.395436904936378,P,2.66
87,PSAG,2.967699306311665,P,3.01
88,ABNG,2.5729123617822847,P,2.43
88,TMKS,2.703134358813603,P,2.66
88,PSAG,3.3640319436411437,P,2.96
88,YHKR,3.516352097484579,P,3.32
89,ABNG,1.6744127377229578,P,1.76
89,TMKS,2.205246323406275,P,2.71
89,PSAG,2.766152482804417,P,3.0
89,YHKR,2.9578667927303766,P,3.4
90,ABNG,2.013044266963123,P,1.93
90,TMKS,3.0636312945101674,P,2.8
90,PSAG,3.4972853422560863,P,3.06
90,YHKR,3.6257376020002936,P,3.26
92,ABNG,1.9912720505202643,P,1.83
92,TMKS,2.6981441660615815,P,2.76
92,PSAG,3.4814648002922444,P,3.04
92,YHKR,3.6728211668319086,P,3.34
93,ABNG,2.082959210158394,P,1.99
93,YHKR,3.6056027502289654,P,3.21
93,REND,3.498305958809556,P,3.56
94,ABNG,2.0401260444125944,P,1.82
94,TMKS,2.8725213827256737,P,2.8
94,PSAG,3.3884200673430325,P,3.06
94,YHKR,3.4997123390207974,P,3.09
95,ABNG,2.0940695632016344,P,1.85
95,TMKS,3.202075098203416,P,2.87
95,PSAG,3.647077286211815,P,3.11
96,ABNG,1.6762440203307256,P,1.75
96,TMKS,2.217004403268199,P,2.72
96,PSAG,2.7746178935304693,P,2.99
96,YHKR,2.961633571297488,P,3.27
97,ABNG,1.9622794349769392,P,1.78
97,TMKS,2.808728708410593,P,2.73
97,PSAG,3.3940713909649065,P,3.02
97,YHKR,3.5158543571429473,P,3.1
98,ABNG,2.0354842452383184,P,1.88
98,TMKS,2.8606430309729003,P,2.81
98,PSAG,3.4686548805083803,P,3.11
98,YHKR,3.591985523789924,P,3.12
99,ABNG,2.343160851106983,P,2.19
99,TMKS,3.0414226757698075,P,3.15
99,PSAG,3.691991919559549,P,3.38
99,YHKR,3.830487189781375,P,3.47
100,ABNG,1.8572658241160271,P,1.72
100,TMKS,2.8558549599315866,P,2.63
100,PSAG,3.332903526186578,P,2.94
100,YHKR,3.476199356334036,P,3.37
101,ABNG,1.7447424697332576,P,2.0
101,TMKS,3.030142075228649,P,3.25
101,PSAG,3.6336078790611834,P,3.51
101,YHKR,3.79028515281629,P,3.59
102,ABNG,1.652323628017322,P,1.73
102,TMKS,2.309540390900476,P,2.65
102,PSAG,2.8747431136212067,P,2.97
102,YHKR,3.059787591884085,P,3.25
103,ABNG,2.0318619259191357,P,1.74
103,TMKS,3.1547679204384265,P,2.79
103,PSAG,3.612741434826623,P,3.07
103,YHKR,3.7394597436302384,P,3.15
104,ABNG,1.9350728572972815,P,1.76
104,TMKS,2.740075722968,P,2.81
104,PSAG,3.4079683172994555,P,3.09
104,YHKR,3.5553496499025217,P,3.18
105,ABNG,2.2632037091482093,P,2.1
105,TMKS,3.3396067360624304,P,2.99
105,PSAG,3.7051800235371997,P,3.36
105,YHKR,3.8157095412157114,P,3.37
106,ABNG,2.0406950942043394,P,1.85
106,TMKS,2.932425267631419,P,3.01
106,PSAG,3.443465640258215,P,3.1
106,YHKR,3.5538588533618967,P,3.14
107,ABNG,1.9140590191689943,P,1.76
107,YHKR,3.267712333949164,P,2.95
107,REND,3.092060806908631,P,3.11
108,ABNG,2.749882128497273,P,2.59
108,YHKR,4.159375473126693,P,3.81
108,REND,4.054818225456237,P,4.07
109,ABNG,1.7201895441164499,P,1.79
109,TMKS,2.1952723880484166,P,2.67
109,PSAG,2.727017171365892,P,3.03
109,YHKR,2.9132574843189865,P,3.18
110,ABNG,1.724711404671844,P,1.4
110,TMKS,2.499557709924125,P,2.26
110,PSAG,3.0128380166328323,P,2.6
110,YHKR,3.177769908591448,P,2.98
111,CEGI,2.8662253000671543,P,2.83
111,ABNG,2.9754588360156755,P,2.47
111,YHKR,4.079465847317157,P,3.73
111,REND,3.9311998312455376,P,3.99
112,CEGI,2.9598202678843903,P,2.86
112,ABNG,3.0800279026345874,P,2.46
112,YHKR,4.093660184223688,P,3.76
112,REND,3.9355492327841644,P,4.0
113,ABNG,1.6802881879501927,P,1.73
113,TMKS,2.186633778110883,P,2.72
113,PSAG,2.748917228602923,P,3.0
113,YHKR,2.945168775999657,P,3.25
114,ABNG,2.62837488960463,P,2.49
114,CEGI,2.7333624160061394,P,2.64
114,TMKS,3.0055138732568465,P,3.08
114,PSAG,3.713015303378138,P,3.51
114,YHKR,3.875714383562776,P,3.55
115,CEGI,2.3001756163838483,P,2.17
115,TMKS,2.7230231692842453,P,2.63
115,PSAG,3.337218547171521,P,3.04
115,YHKR,3.4700564698920893,P,3.24
116,ABNG,2.5871033683106837,P,2.38
116,CEGI,2.8272338621718487,P,2.74
116,TMKS,2.978512441326199,P,2.82
116,PSAG,3.7414369060858403,P,3.61
116,YHKR,3.9218199552596906,P,3.72
118,CEGI,2.403019715940646,P,2.28
118,ABNG,2.5569077984030537,P,1.72
118,TMKS,2.7810860043681576,P,2.78
118,PSAG,3.3887850473571235,P,3.11
118,YHKR,3.516536233273364,P,3.14
119,ABNG,1.7633328351323396,P,2.14
119,TMKS,1.8566375795441385,P,3.17
119,CEGI,2.214231173738341,P,2.52
119,PSAG,2.9814116454943194,P,3.41
119,YHKR,3.261621075793851,P,3.49
120,CEGI,3.029089426771676,P,2.97
120,ABNG,3.1633590177547806,P,2.58
120,YHKR,4.161618681907582,P,3.88
120,REND,4.018977000318088,P,4.03
121,ABNG,2.119821640153704,P,2.03
121,TMKS,2.3919090583545985,P,2.93
121,CEGI,2.693651727783098,P,2.38
121,PSAG,3.439174266173343,P,3.29
121,YHKR,3.6940173538850076,P,3.32
122,ABNG,1.7961054271814814,P,2.25
122,TMKS,1.7768237989780171,P,3.16
122,CEGI,2.1651833441747255,P,2.63
122,PSAG,2.8623161557933705,P,3.49
122,YHKR,3.1343880720552515,P,3.53
123,TMKS,1.4531593304147696,P,3.06
123,ABNG,1.6624834268470632,P,1.98
123,CEGI,1.8485053319185583,P,2.41
123,PSAG,2.5523958793732904,P,3.28
123,YHKR,2.837198581382174,P,3.55
125,CEGI,2.5786178464458303,P,2.2
125,TMKS,3.026153097646015,P,2.86
125,PSAG,3.4210905314695994,P,3.06
125,YHKR,3.4788600448192732,P,3.12
126,CEGI,2.370108118371722,P,1.85
126,TMKS,2.6998059424224556,P,2.36
126,ABNG,2.7522083641193973,P,1.43
126,PSAG,2.967739877834512,P,2.71
126,YHKR,3.0247349870933324,P,2.76
127,TMKS,1.3375653312419944,P,2.72
127,ABNG,1.5553456218948574,P,1.72
127,CEGI,1.659268112754864,P,2.13
127,PSAG,2.459066791421296,P,2.97
127,YHKR,2.758602213212257,P,3.27
128,ABNG,1.7080700079471252,P,1.9
128,TMKS,1.9873127333268186,P,2.9
128,CEGI,2.2380638052181663,P,2.32
128,PSAG,3.115500030278097,P,3.19
128,YHKR,3.395107065077797,P,3.46
129,ABNG,2.3147999474246324,P,2.16
129,TMKS,2.5158170311775536,P,3.07
129,CEGI,2.663916524228616,P,2.49
129,PSAG,3.3678787524732376,P,3.31
129,YHKR,3.576953833910189,P,3.36
130,ABNG,2.0526363226400623,P,1.94
130,TMKS,2.9960096946638797,P,2.94
130,PSAG,3.7581596708430585,P,3.3
130,YHKR,3.936958006297264,P,3.56
131,CEGI,2.224189998643671,P,2.16
131,TMKS,2.8613860434126845,P,2.79
131,PSAG,3.5512473353596423,P,3.14
131,YHKR,3.70802327783065,P,3.42
132,ABNG,1.7129601701361648,P,2.05
132,TMKS,1.8486146599338715,P,3.1
132,CEGI,2.1940097388478463,P,2.5
132,PSAG,3.005608041805347,P,3.39
132,YHKR,3.293642223206064,P,3.43
133,CEGI,1.7205935532337806,P,2.24
133,ABNG,2.078997593663747,P,1.84
133,TMKS,2.883578687793851,P,2.81
133,PSAG,3.4565260256803656,P,3.12
133,YHKR,3.5716863557879566,P,3.2
134,ABNG,2.1780380212172954,P,2.09
134,TMKS,2.658758362554083,P,3.1
134,CEGI,2.687176453492703,P,2.54
134,PSAG,3.58061172138612,P,3.42
134,YHKR,3.8040794216128235,P,3.53
135,ABNG,2.0616449753785417,P,2.34
135,TMKS,2.414579017251128,P,2.89
135,PSAG,2.7269654748976877,P,3.21
135,YHKR,2.869229356341599,P,3.25
136,CEGI,2.650140317870346,P,2.6
136,TMKS,3.198589447617854,P,3.19
136,PSAG,3.84348189480047,P,3.43
136,YHKR,3.9780842076931067,P,3.61
137,ABNG,1.8789848572480128,P,2.03
137,TMKS,2.1462538246741367,P,3.08
137,CEGI,2.451815335231871,P,2.5
137,PSAG,3.263199497763917,P,3.4
137,YHKR,3.5373750652263425,P,3.42
138,CEGI,2.7875895198907106,P,2.71
138,ABNG,2.934206811123484,P,2.27
138,YHKR,4.0059476682913004,P,3.55
138,REND,3.9069015476250026,P,4.12
140,ABNG,1.5997661361713849,P,1.64
140,TMKS,2.29681168230247,P,2.67
140,PSAG,2.8967481122559615,P,2.95
140,YHKR,3.0857476500451044,P,3.25
141,ABNG,1.7592297469560194,P,1.66
141,CEGI,2.068760323003822,P,1.83
141,PSAG,2.9279730292960884,P,2.27
141,YHKR,3.166476859735742,P,2.97
142,ABNG,2.2354213626869037,P,2.22
142,CEGI,2.305793004772964,P,2.7
142,TMKS,2.993844808366024,P,3.24
142,YHKR,3.920106865624857,P,3.59
143,TMKS,1.4172323048598547,P,2.89
143,ABNG,1.6438510278124172,P,1.84
143,CEGI,1.7813790279631923,P,2.28
143,PSAG,2.4985627484266506,P,3.21
143,YHKR,2.782404185132382,P,3.31
144,ABNG,2.214785393566342,P,2.06
144,TMKS,2.674784375988709,P,2.67
144,PSAG,3.3151106029713455,P,2.96
145,ABNG,1.9764596524660947,P,1.87
145,CEGI,2.4340021343083778,P,2.29
145,TMKS,2.9158860030202955,P,2.91
145,PSAG,3.801420185320607,P,3.23
146,TMKS,1.3256537042354146,P,2.59
146,ABNG,1.547381025164498,P,1.67
146,CEGI,1.587730124776882,P,2.02
146,PSAG,2.4099414125136027,P,2.95
146,YHKR,2.703356216327003,P,3.0
148,ABNG,1.8551286401842764,P,1.96
148,TMKS,2.156194088917446,P,3.02
148,CEGI,2.4150333204746053,P,2.38
148,PSAG,3.2509731427671293,P,3.29
148,YHKR,3.51931718038179,P,3.5
149,CEGI,2.386665058938571,P,2.22
149,TMKS,2.7598984452874418,P,2.78
149,PSAG,3.364057991402528,P,3.08
149,YHKR,3.492066579886215,P,3.16
150,CEGI,1.493806262003948,P,2.14
150,ABNG,1.9066142632913767,P,1.67
150,TMKS,2.8133807212316584,P,2.7
150,PSAG,3.396920881897335,P,3.02
150,YHKR,3.521532431833309,P,3.11
151,CEGI,2.383261167382832,P,2.26
151,TMKS,2.7881711896960604,P,2.79
151,PSAG,3.3948144684824215,P,3.1
151,YHKR,3.5229817126919416,P,3.36
152,TMKS,1.4212782893445206,P,2.89
152,ABNG,1.633019994517941,P,1.83
152,CEGI,1.7863744463875342,P,2.34
152,PSAG,2.515015640158814,P,3.22
152,YHKR,2.802025806572237,P,3.29
153,CEGI,2.604003906927608,P,2.28
153,TMKS,3.001850196627334,P,2.84
153,PSAG,3.4538236182623914,P,3.16
153,YHKR,3.5164071359991973,P,3.19
154,TMKS,1.3754346935368267,P,2.88
154,ABNG,1.5639686229530703,P,1.81
154,CEGI,1.7695238142518688,P,2.28
154,PSAG,2.5598182024185205,P,3.14
155,TMKS,1.437906860166033,P,3.01
155,ABNG,1.591599835140283,P,1.83
155,CEGI,1.8125010107648383,P,2.4
155,PSAG,2.586705585452072,P,3.3
155,YHKR,2.8869515122760303,P,3.31
156,CEGI,2.7192805453470306,P,2.68
156,TMKS,3.0210330115762876,P,2.85
156,PSAG,3.5683673527620705,P,3.1
156,YHKR,3.6659990693639046,P,3.38
157,CEGI,2.627042416395992,P,2.42
157,TMKS,3.0039357183269226,P,2.93
157,PSAG,3.5181985791509267,P,3.26
157,YHKR,3.6014100123331763,P,3.38
158,ABNG,1.8981282768181305,P,1.67
158,TMKS,2.984571453273936,P,2.71
158,PSAG,3.4764738511399447,P,2.99
158,YHKR,3.6142705280799516,P,3.09
159,CEGI,2.419005099913408,P,2.29
159,ABNG,2.6724156571122237,P,1.73
159,TMKS,2.991483387577464,P,2.82
159,PSAG,3.522652138658039,P,3.15
160,ABNG,2.565174269508422,P,1.97
160,CEGI,2.562725164775852,P,2.46
160,TMKS,2.9647702482732363,P,3.03
160,PSAG,3.6435165241910874,P,3.33
160,YHKR,3.798258524788562,P,3.57
161,ABNG,1.6768578509328589,P,1.85
161,TMKS,2.004988031588866,P,2.94
161,CEGI,2.229130849008872,P,2.36
161,PSAG,3.1423743750838,P,3.23
161,YHKR,3.424175305051673,P,3.5
162,CEGI,2.338563578983042,P,2.22
162,TMKS,2.7474549612301185,P,2.61
162,PSAG,3.378630540175303,P,3.09
162,YHKR,3.515660718600143,P,3.22
163,ABNG,1.7481633711564035,P,1.81
163,TMKS,2.2429469251572316,P,2.91
163,CEGI,2.4004423234631482,P,2.32
163,PSAG,3.3709114184538875,P,3.29
163,YHKR,3.6476445226092653,P,3.35
164,ABNG,1.5687107303720729,P,1.63
164,CEGI,1.70531747336669,P,2.09
164,YHKR,2.8036935753174075,P,3.3
165,CEGI,2.5923240757703203,P,2.44
165,TMKS,2.6797223383207696,P,2.58
165,PSAG,3.1891338499411854,P,2.93
166,CEGI,1.3761109629167698,P,2.25
166,ABNG,2.0460734778961,P,1.7
166,TMKS,3.209457538786623,P,2.83
166,PSAG,3.690875481193214,P,3.14
166,YHKR,3.8152304438673137,P,3.21
167,ABNG,2.033806238503817,P,1.89
167,TMKS,2.4048611597905283,P,3.02
167,CEGI,2.657238641028204,P,2.41
167,PSAG,3.483179256884153,P,3.31
167,YHKR,3.745545401806662,P,3.37
168,CEGI,2.6345971517223132,P,2.57
168,TMKS,3.074717052091531,P,3.06
168,PSAG,3.731537265625266,P,3.34
168,YHKR,3.8758263339535715,P,3.59
169,CEGI,2.6361555708939197,P,2.46
169,ABNG,2.8532100709393777,P,1.93
169,TMKS,3.0836839892207664,P,2.99
169,YHKR,3.7012884093911684,P,3.31
171,CEGI,2.5797926116315204,P,2.41
171,TMKS,3.1909163568190033,P,2.94
171,PSAG,3.622368994346879,P,3.29
171,YHKR,3.6817232772154824,P,3.33
172,ABNG,2.0251871627575966,P,1.78
172,TMKS,2.4607083158080063,P,2.94
172,CEGI,2.433202607365528,P,2.32
172,PSAG,3.3582030392012197,P,3.27
172,YHKR,3.5788725823014027,P,3.36
173,TMKS,1.4380328802203115,P,2.9
173,ABNG,1.6330131930551524,P,1.8
